Row ID,Order ID,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Province,Region,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Base Margin,Order Date,Customer Name,Product Name,Ship Date
3138.0,22501.0,High,2.0,30.83,0.04,Express Air,7.27,7.64,1.39,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Envelopes,Small Box,0.36,5/18/2010,Alan Barnes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",5/19/2010
3140.0,22532.0,Critical,13.0,121.66,0.03,Regular Air,-11.8,8.85,5.6,Northwest Territories,Northwest Territories,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,0.36,2/8/2011,Carlos Soltero,GBC Standard Plastic Binding Systems Combs,2/8/2011
3244.0,23264.0,Critical,16.0,108.42,0.02,Regular Air,-50.82,6.48,6.81,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,Small Box,0.36,12/7/2010,Clay Rozendal,Xerox 1930,12/9/2010
3245.0,23264.0,Critical,27.0,78.47,0.06,Regular Air,17.99,2.88,0.99,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Labels,Small Box,0.36,12/7/2010,Clay Rozendal,Avery 474,12/9/2010
3284.0,23488.0,Critical,30.0,26133.39,0.04,Delivery Truck,-11053.6,880.98,44.55,Northwest Territories,Northwest Territories,Home Office,Furniture,Bookcases,Jumbo Box,0.62,1/6/2009,Julia West,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",1/7/2009
3300.0,23584.0,Critical,14.0,2671.21,0.06,Delivery Truck,636.18,200.97,15.59,Northwest Territories,Northwest Territories,Corporate,Technology,Office Machines,Jumbo Drum,0.36,3/12/2012,Alan Barnes,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,3/14/2012
3355.0,24007.0,Low,26.0,531.66,0.08,Regular Air,135.65,20.89,1.99,Northwest Territories,Northwest Territories,Home Office,Technology,Computer Peripherals,Small Pack,0.48,8/26/2010,Joy Bell,"IBM 80 Minute CD-R Spindle, 50/Pack",9/2/2010
3356.0,24007.0,Low,28.0,317.85,0.06,Regular Air,-13.95,11.58,6.97,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Envelopes,Small Box,0.35,8/26/2010,Joy Bell,"Peel & Seel Recycled Catalog Envelopes, Brown",9/2/2010
3357.0,24007.0,Low,42.0,163.08,0.09,Regular Air,66.17,4.13,0.5,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Labels,Small Box,0.39,8/26/2010,Joy Bell,Avery 506,8/30/2010
3359.0,24038.0,High,38.0,103.07,0.1,Regular Air,-0.95,2.78,1.34,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,0.45,6/20/2011,Jack Lebron,Prang Drawing Pencil Set,6/22/2011
3371.0,24097.0,High,1.0,17.19,0.0,Regular Air,-35.34,14.48,1.99,Northwest Territories,Northwest Territories,Small Business,Technology,Computer Peripherals,Small Pack,0.49,8/4/2010,Anthony Johnson,TDK 4.7GB DVD+RW,8/4/2010
3372.0,24097.0,High,27.0,2689.48,0.04,Regular Air,399.93,99.99,19.99,Northwest Territories,Northwest Territories,Small Business,Technology,Computer Peripherals,Small Box,0.5,8/4/2010,Anthony Johnson,U.S. Robotics 56K Internet Call Modem,8/6/2010
3373.0,24097.0,High,2.0,15.31,0.01,Regular Air,-8.15,4.98,4.86,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,Small Box,0.38,8/4/2010,Anthony Johnson,Xerox 190,8/6/2010
3380.0,24128.0,High,13.0,270.63,0.1,Regular Air,7.07,21.98,8.32,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,Wrap Bag,0.39,11/23/2010,Eugene Barchas,Standard Line While You Were Out Hardbound Telephone Message Book,11/25/2010
3381.0,24128.0,High,43.0,6583.913,0.09,Regular Air,1459.79,195.99,3.99,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,Small Box,0.59,11/23/2010,Eugene Barchas,CF 888,11/25/2010
3406.0,24294.0,Not Specified,24.0,4865.72,0.03,Delivery Truck,1951.3,200.97,15.59,Northwest Territories,Northwest Territories,Home Office,Technology,Office Machines,Jumbo Drum,0.36,8/2/2009,Thomas Seio,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,8/3/2009
3418.0,24387.0,Critical,23.0,1003.31,0.01,Regular Air,51.9,40.97,14.45,Northwest Territories,Northwest Territories,Small Business,Furniture,Office Furnishings,Large Box,0.57,8/10/2011,Bryan Mills,Dana Halogen Swing-Arm Architect Lamp,8/11/2011
3419.0,24387.0,Critical,17.0,6048.18,0.04,Delivery Truck,1418.36,349.45,60.0,Northwest Territories,Northwest Territories,Small Business,Furniture,Tables,Jumbo Drum,,8/10/2011,Bryan Mills,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",8/10/2011
3434.0,24515.0,Critical,41.0,3051.27,0.1,Delivery Truck,121.48,80.97,33.6,Northwest Territories,Northwest Territories,Home Office,Technology,Office Machines,Jumbo Drum,0.37,5/6/2010,Eugene Barchas,Lexmark Z25 Color Inkjet Printer,5/8/2010
3478.0,24743.0,Low,47.0,9633.59,0.06,Delivery Truck,176.67,216.6,64.2,Northwest Territories,Northwest Territories,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,0.59,6/28/2012,Sylvia Foulston,Hon Multipurpose Stacking Arm Chairs,7/5/2012
3479.0,24743.0,Low,26.0,3758.77,0.0,Regular Air,753.61,140.81,24.49,Northwest Territories,Northwest Territories,Corporate,Furniture,Chairs & Chairmats,Large Box,0.57,6/28/2012,Sylvia Foulston,Hon Olson Stacker Stools,7/3/2012
3493.0,24871.0,Medium,6.0,143.78,0.04,Regular Air,75.3,22.72,8.99,Northwest Territories,Northwest Territories,Corporate,Furniture,Office Furnishings,Small Pack,0.44,3/23/2011,Carl Ludwig,"Executive Impressions 14"" Two-Color Numerals Wall Clock",3/24/2011
3552.0,25318.0,Critical,22.0,440.92,0.05,Express Air,-65.18,19.98,10.49,Northwest Territories,Northwest Territories,Small Business,Furniture,Office Furnishings,Small Box,0.49,11/19/2011,Julia West,12-1/2 Diameter Round Wall Clock,11/21/2011
3560.0,25377.0,Low,3.0,4343.51,0.09,Delivery Truck,-3755.03,1500.97,29.7,Northwest Territories,Northwest Territories,Corporate,Technology,Office Machines,Jumbo Drum,0.57,11/26/2012,Don Jones,Epson DFX5000+ Dot Matrix Printer,12/3/2012
3591.0,25634.0,Not Specified,29.0,593.32,0.03,Regular Air,28.99,20.95,4.0,Northwest Territories,Northwest Territories,Corporate,Technology,Computer Peripherals,Small Box,0.6,7/29/2010,Mike Pelletier,"Fellowes Basic 104-Key Keyboard, Platinum",8/1/2010
3592.0,25634.0,Not Specified,26.0,626.07,0.03,Express Air,185.32,23.99,6.71,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Envelopes,Small Box,0.35,7/29/2010,Mike Pelletier,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",7/30/2010
3602.0,25733.0,Low,24.0,557.23,0.09,Regular Air,-42.99,24.92,12.98,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,0.39,5/12/2012,Eugene Barchas,GBC Standard Therm-A-Bind Covers,5/17/2012
3604.0,25767.0,High,7.0,261.88,0.08,Regular Air,-59.2,39.48,1.99,Northwest Territories,Northwest Territories,Corporate,Technology,Computer Peripherals,Small Pack,0.54,3/3/2012,Ann Chong,"80 Minute CD-R Spindle, 100/Pack - Staples",3/3/2012
3605.0,25767.0,High,15.0,593.73,0.04,Regular Air,108.01,38.76,13.26,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,Small Box,0.36,3/3/2012,Ann Chong,Xerox 1892,3/4/2012
3641.0,26023.0,High,49.0,120.77,0.03,Regular Air,19.86,2.47,1.02,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Rubber Bands,Wrap Bag,0.38,8/20/2010,Charles McCrossin,Staples Paper Clips,8/21/2010
3643.0,26051.0,Not Specified,22.0,795.74,0.0,Delivery Truck,-127.39,33.94,19.19,Northwest Territories,Northwest Territories,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,0.58,6/27/2010,Annie Cyprus,"Metal Folding Chairs, Beige, 4/Carton",6/29/2010
3644.0,26051.0,Not Specified,31.0,251.75,0.07,Regular Air,22.46,8.33,1.99,Northwest Territories,Northwest Territories,Home Office,Technology,Computer Peripherals,Small Pack,0.52,6/27/2010,Annie Cyprus,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",6/28/2010
3649.0,26116.0,Critical,36.0,697.41,0.04,Regular Air,81.71,18.97,9.03,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,Small Box,0.37,10/29/2012,Carlos Soltero,Computer Printout Paper with Letter-Trim Perforations,10/30/2012
3658.0,26182.0,Not Specified,30.0,4684.9,0.01,Delivery Truck,-549.27,150.98,66.27,Northwest Territories,Northwest Territories,Corporate,Furniture,Bookcases,Jumbo Box,0.65,1/16/2010,Doug Bickford,Bush Mission Pointe Library,1/19/2010
3666.0,26272.0,Low,6.0,905.94,0.04,Express Air,-4.19,140.81,24.49,Northwest Territories,Northwest Territories,Home Office,Furniture,Chairs & Chairmats,Large Box,0.57,6/29/2012,Carlos Daly,Hon Olson Stacker Stools,7/8/2012
3688.0,26370.0,Not Specified,12.0,270.23,0.08,Regular Air,52.02,22.84,5.47,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Paper,Small Box,0.39,8/8/2011,Fred Wasserman,Xerox 1929,8/10/2011
3689.0,26370.0,Not Specified,20.0,660.27,0.09,Express Air,63.83,34.76,5.49,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Storage & Organization,Small Box,0.6,8/8/2011,Fred Wasserman,Home/Office Personal File Carts,8/10/2011
3711.0,26499.0,Medium,11.0,32.4,0.05,Regular Air,8.78,2.88,0.5,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Labels,Small Box,0.39,2/21/2010,Sylvia Foulston,Avery 507,2/22/2010
3716.0,26531.0,Medium,26.0,4688.9485,0.0,Regular Air,1215.44,205.99,5.26,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,Small Box,0.56,6/20/2011,Michelle Lonsdale,i470,6/22/2011
3719.0,26567.0,Critical,8.0,50.7,0.08,Regular Air,-44.07,5.4,7.78,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,0.37,9/4/2009,Sylvia Foulston,3M Organizer Strips,9/4/2009
3720.0,26567.0,Critical,10.0,90.06,0.09,Express Air,-100.51,8.46,8.99,Northwest Territories,Northwest Territories,Corporate,Technology,Computer Peripherals,Small Pack,0.79,9/4/2009,Sylvia Foulston,"Imation 3.5 IBM Diskettes, 10/Box",9/7/2009
3721.0,26567.0,Critical,22.0,338.52,0.21,Regular Air,-17.75,14.98,8.99,Northwest Territories,Northwest Territories,Corporate,Furniture,Office Furnishings,Small Pack,0.39,9/4/2009,Sylvia Foulston,"GE 4 Foot Flourescent Tube, 40 Watt",9/5/2009
3722.0,26567.0,Critical,48.0,6109.817,0.04,Regular Air,1374.95,155.99,8.08,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,Small Box,0.6,9/4/2009,Sylvia Foulston,300 Series Non-Flip,9/5/2009
3760.0,26854.0,Not Specified,1.0,34.11,0.02,Regular Air,-12.95,25.38,8.99,Northwest Territories,Northwest Territories,Home Office,Furniture,Office Furnishings,Small Pack,0.5,6/21/2009,Charlotte Melton,"Executive Impressions 13"" Chairman Wall Clock",6/22/2009
3805.0,27109.0,Critical,48.0,538.22,0.01,Regular Air,-154.66,10.97,6.5,Northwest Territories,Northwest Territories,Consumer,Technology,Computer Peripherals,Small Box,0.64,2/8/2012,Barry French,Micro Innovations 104 Keyboard,2/10/2012
3806.0,27111.0,High,11.0,1064.23,0.06,Regular Air,-127.56,99.99,19.99,Northwest Territories,Northwest Territories,Home Office,Technology,Computer Peripherals,Small Box,0.52,3/11/2009,Heather Kirkland,US Robotics 56K V.92 External Faxmodem,3/14/2009
3807.0,27111.0,High,18.0,3497.05,0.0,Regular Air,282.18,193.17,19.99,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Storage & Organization,Small Box,0.71,3/11/2009,Heather Kirkland,Fellowes Staxonsteel Drawer Files,3/12/2009
3808.0,27111.0,High,44.0,774.0525,0.08,Express Air,-96.34,20.99,3.3,Northwest Territories,Northwest Territories,Home Office,Technology,Telephones and Communication,Small Pack,0.81,3/11/2009,Heather Kirkland,Accessory39,3/11/2009
3821.0,27264.0,Low,3.0,74.05,0.02,Regular Air,44.54,19.99,11.17,Northwest Territories,Northwest Territories,Small Business,Furniture,Office Furnishings,Large Box,0.6,6/4/2011,Henry Goldwyn,Telescoping Adjustable Floor Lamp,6/6/2011
3841.0,27392.0,Low,37.0,5753.85,0.0,Regular Air,2509.52,150.98,13.99,Northwest Territories,Northwest Territories,Corporate,Technology,Office Machines,Medium Box,0.38,3/2/2012,Frank Price,Canon MP41DH Printing Calculator,3/11/2012
3860.0,27553.0,Medium,48.0,18235.47,0.03,Delivery Truck,1166.93,370.98,99.0,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Storage & Organization,Jumbo Drum,0.65,8/12/2011,Jim Radford,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",8/14/2011
3861.0,27553.0,Medium,16.0,2631.107,0.0,Regular Air,297.11,179.99,13.99,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,Medium Box,0.57,8/12/2011,Jim Radford,VTech VT20-2481 2.4GHz Two-Line Phone System w/Answering Machine,8/14/2011
3863.0,27555.0,Critical,32.0,209.42,0.1,Regular Air,65.41,6.74,1.72,Northwest Territories,Northwest Territories,Consumer,Office Supplies,Paper,Wrap Bag,0.35,9/1/2009,Ralph Knight,"Memo Book, 100 Message Capacity, 5 3/8 x 11",9/3/2009
3873.0,27680.0,Critical,32.0,324.4,0.1,Regular Air,-46.98,10.89,4.5,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Appliances,Small Box,0.59,1/26/2010,Delfina Latchford,Belkin 6 Outlet Metallic Surge Strip,1/27/2010
3874.0,27680.0,Critical,19.0,137.02,0.01,Regular Air,-46.89,6.48,6.6,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,Small Box,0.37,1/26/2010,Delfina Latchford,Xerox 21,1/27/2010
3891.0,27778.0,Critical,1.0,232.67,0.02,Regular Air,-105.14,223.98,15.01,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,0.38,9/2/2011,Roy Skaria,GBC DocuBind TL200 Manual Binding Machine,9/4/2011
3892.0,27778.0,Critical,34.0,4805.92,0.07,Delivery Truck,-393.96,140.98,36.09,Northwest Territories,Northwest Territories,Corporate,Furniture,Bookcases,Jumbo Box,0.77,9/2/2011,Roy Skaria,"Sauder Forest Hills Library, Woodland Oak Finish",9/4/2011
3914.0,27909.0,Critical,1.0,62.26,0.09,Regular Air,-23.24,54.96,10.75,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,Small Box,0.36,2/7/2012,Monica Federle,Xerox 1940,2/9/2012
3915.0,27909.0,Critical,47.0,58.53,0.07,Regular Air,-24.86,1.26,0.7,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Rubber Bands,Wrap Bag,0.81,2/7/2012,Monica Federle,Bagged Rubber Bands,2/10/2012
3929.0,28003.0,Critical,31.0,157.79,0.09,Regular Air,-95.92,4.98,6.07,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,Small Box,0.36,3/19/2011,Charles McCrossin,Xerox 1897,3/21/2011
3936.0,28035.0,Not Specified,19.0,376.21,0.03,Regular Air,89.56,18.99,5.23,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,0.37,5/8/2011,Don Miller,Poly Designer Cover & Back,5/10/2011
3947.0,28135.0,Critical,37.0,1601.24,0.08,Regular Air,520.69,46.89,5.1,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Appliances,Medium Box,0.46,9/25/2009,Jeremy Lonsdale,Bionaire Personal Warm Mist Humidifier/Vaporizer,9/27/2009
3948.0,28135.0,Critical,40.0,501.31,0.05,Regular Air,38.23,12.98,3.14,Northwest Territories,Northwest Territories,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,0.6,9/25/2009,Jeremy Lonsdale,"Acme 8"" Straight Scissors",9/25/2009
3952.0,28165.0,Not Specified,2.0,24.96,0.05,Regular Air,-12.8,10.91,2.99,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,0.38,7/9/2012,Grant Carroll,Heavy-Duty E-Z-D Binders,7/11/2012
3963.0,28289.0,High,31.0,166.76,0.01,Regular Air,-46.03,4.98,4.75,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,Small Box,0.36,1/14/2010,Carl Ludwig,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),1/15/2010
3992.0,28486.0,High,2.0,811.13,0.08,Regular Air,-517.47,415.88,11.37,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Storage & Organization,Small Box,0.57,8/26/2009,Carlos Daly,Deluxe Rollaway Locking File with Drawer,8/27/2009
4017.0,28675.0,Critical,15.0,822.8425,0.1,Regular Air,4.39,65.99,5.92,Northwest Territories,Northwest Territories,Consumer,Technology,Telephones and Communication,Small Box,0.55,10/8/2009,Ralph Knight,252,10/9/2009
4050.0,28870.0,High,35.0,3310.9455,0.05,Regular Air,822.4,115.99,2.5,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,Small Box,0.57,11/10/2011,Cindy Schnelling,6160,11/13/2011
4051.0,28871.0,High,10.0,55.02,0.08,Regular Air,-56.12,5.02,5.14,Northwest Territories,Northwest Territories,Small Business,Technology,Computer Peripherals,Small Pack,0.79,4/15/2012,Claudia Miner,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",4/15/2012
4075.0,29030.0,Medium,10.0,192.58,0.05,Regular Air,24.6,19.84,4.1,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,0.44,1/2/2012,Roy Skaria,Prismacolor Color Pencil Set,1/3/2012
4082.0,29095.0,Not Specified,40.0,291.67,0.01,Regular Air,54.46,6.75,2.99,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,0.35,3/8/2011,Delfina Latchford,Wilson Jones DublLock D-Ring Binders,3/9/2011
4118.0,29287.0,High,50.0,281.39,0.1,Regular Air,-106.4,5.74,5.01,Northwest Territories,Northwest Territories,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,0.39,7/2/2009,Edward Hooks,Binder Posts,7/4/2009
4119.0,29287.0,High,49.0,12593.91,0.09,Delivery Truck,2699.67,270.97,28.06,Northwest Territories,Northwest Territories,Consumer,Technology,Office Machines,Jumbo Drum,0.56,7/2/2009,Edward Hooks,Epson LQ-570e Dot Matrix Printer,7/4/2009
4164.0,29510.0,Critical,22.0,6123.94,0.01,Delivery Truck,1292.44,260.98,41.91,Northwest Territories,Northwest Territories,Home Office,Furniture,Bookcases,Jumbo Box,0.59,4/15/2011,Don Miller,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",4/17/2011
4193.0,29795.0,High,49.0,19325.2,0.05,Regular Air,8793.54,387.99,19.99,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,0.38,11/25/2011,Grant Carroll,Fellowes PB300 Plastic Comb Binding Machine,11/26/2011
4194.0,29795.0,High,48.0,8380.22,0.0,Delivery Truck,813.83,160.98,35.02,Northwest Territories,Northwest Territories,Small Business,Furniture,Bookcases,Jumbo Box,0.72,11/25/2011,Grant Carroll,Rush Hierlooms Collection Rich Wood Bookcases,11/26/2011
4202.0,29861.0,Critical,11.0,35.17,0.03,Regular Air,5.58,3.08,0.99,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Labels,Small Box,0.37,4/25/2012,Brad Eason,Avery 481,4/26/2012
4305.0,30658.0,Medium,35.0,17387.65,0.08,Regular Air,6907.61,499.99,24.49,Northwest Territories,Northwest Territories,Corporate,Technology,Copiers and Fax,Large Box,0.36,3/26/2011,Charles McCrossin,Sharp AL-1530CS Digital Copier,3/27/2011
4306.0,30658.0,Medium,44.0,6040.22,0.05,Regular Air,-942.5,138.14,35.0,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Storage & Organization,Large Box,,3/26/2011,Charles McCrossin,"SAFCO Commercial Wire Shelving, Black",3/28/2011
4346.0,30947.0,Low,17.0,691.59,0.03,Regular Air,261.24,41.94,2.99,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,0.35,7/14/2010,Charles McCrossin,"Avery Trapezoid Extra Heavy Duty 4"" Binders",7/18/2010
4347.0,30947.0,Low,45.0,345.2,0.01,Regular Air,183.53,7.31,0.49,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Labels,Small Box,0.38,7/14/2010,Charles McCrossin,Self-Adhesive Address Labels for Typewriters by Universal,7/18/2010
4362.0,31077.0,Not Specified,36.0,1955.0765,0.06,Regular Air,470.83,65.99,3.9,Northwest Territories,Northwest Territories,Small Business,Technology,Telephones and Communication,Small Box,0.55,10/23/2010,Bryan Mills,StarTAC Series,10/25/2010
4369.0,31111.0,Not Specified,27.0,217.93,0.03,Regular Air,-29.02,7.64,5.83,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,Wrap Bag,0.36,8/24/2009,Monica Federle,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",8/26/2009
4372.0,31169.0,Low,6.0,254.76,0.06,Regular Air,109.88,40.97,14.45,Northwest Territories,Northwest Territories,Home Office,Furniture,Office Furnishings,Large Box,0.57,6/9/2011,Michelle Lonsdale,Dana Halogen Swing-Arm Architect Lamp,6/13/2011
4390.0,31270.0,Medium,21.0,6806.66,0.0,Delivery Truck,801.72,299.05,87.01,Northwest Territories,Northwest Territories,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,0.57,11/23/2012,Michelle Lonsdale,Global Comet Stacking Armless Chair,11/24/2012
4391.0,31270.0,Medium,3.0,891.61,0.1,Delivery Truck,-328.36,291.73,48.8,Northwest Territories,Northwest Territories,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,0.56,11/23/2012,Michelle Lonsdale,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,11/25/2012
4392.0,31270.0,Medium,5.0,165.04,0.03,Regular Air,-112.44,30.42,8.65,Northwest Territories,Northwest Territories,Corporate,Technology,Computer Peripherals,Small Box,0.74,11/23/2012,Michelle Lonsdale,"Fellowes Internet Keyboard, Platinum",11/25/2012
4401.0,31364.0,Not Specified,2.0,789.01,0.07,Regular Air,-539.59,415.88,11.37,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Storage & Organization,Small Box,0.57,5/1/2009,Beth Thompson,Deluxe Rollaway Locking File with Drawer,5/1/2009
4404.0,31393.0,Critical,4.0,97.57,0.04,Regular Air,-27.31,19.94,14.87,Northwest Territories,Northwest Territories,Corporate,Furniture,Office Furnishings,Large Box,0.57,5/11/2012,Cindy Schnelling,Luxo Economy Swing Arm Lamp,5/12/2012
4405.0,31393.0,Critical,31.0,110.32,0.09,Regular Air,-32.65,3.68,1.32,Northwest Territories,Northwest Territories,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Wrap Bag,0.83,5/11/2012,Cindy Schnelling,"*Staples* vLetter Openers, 2/Pack",5/13/2012
4411.0,31492.0,Critical,26.0,321.68,0.04,Regular Air,-12.25,11.97,4.98,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Appliances,Small Box,0.58,10/15/2010,Nicole Hansen,Staples 6 Outlet Surge,10/17/2010
4412.0,31492.0,Critical,34.0,971.95,0.09,Express Air,-21.1,29.74,6.64,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Storage & Organization,Small Box,0.7,10/15/2010,Nicole Hansen,Acco Perma 2700 Stacking Storage Drawers,10/18/2010
4413.0,31492.0,Critical,23.0,2149.03,0.03,Regular Air,-235.56,95.43,19.99,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Storage & Organization,Small Box,0.79,10/15/2010,Nicole Hansen,Fellowes Stor/Drawer Steel Plus Storage Drawers,10/16/2010
4429.0,31558.0,Low,12.0,3671.3,0.04,Regular Air,900.06,300.65,24.49,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Appliances,Large Box,0.52,7/23/2011,Cari Schnelling,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,7/28/2011
4430.0,31558.0,Low,42.0,1763.6,0.08,Regular Air,455.37,45.19,1.99,Northwest Territories,Northwest Territories,Home Office,Technology,Computer Peripherals,Small Pack,0.55,7/23/2011,Cari Schnelling,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",7/23/2011
4437.0,31618.0,Critical,14.0,403.17,0.02,Regular Air,147.45,28.53,1.49,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,0.38,7/11/2011,Roy Skaria,Lock-Up Easel 'Spel-Binder',7/11/2011
4446.0,31684.0,Critical,15.0,89.97,0.02,Regular Air,23.48,5.68,1.46,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,Wrap Bag,0.39,9/16/2012,Susan Vittorini,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",9/19/2012
4447.0,31684.0,Critical,28.0,456.91,0.04,Express Air,-328.18,15.51,17.78,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Storage & Organization,Small Box,0.59,9/16/2012,Susan Vittorini,"Tenex File Box, Personal Filing Tote with Lid, Black",9/18/2012
4459.0,31781.0,Medium,46.0,249.02,0.1,Regular Air,-282.61,5.81,8.49,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,0.39,1/16/2009,Sylvia Foulston,Fellowes Black Plastic Comb Bindings,1/17/2009
4460.0,31781.0,Medium,41.0,78.49,0.03,Regular Air,5.53,1.81,0.75,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Rubber Bands,Wrap Bag,0.52,1/16/2009,Sylvia Foulston,Assorted Color Push Pins,1/17/2009
4524.0,32193.0,Low,4.0,40.72,0.1,Express Air,-10.25,6.68,6.93,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,Small Box,0.37,10/20/2010,Chad Cunningham,HP Office Paper (20Lb. and 87 Bright),10/22/2010
4525.0,32193.0,Low,27.0,113.3,0.02,Regular Air,37.33,3.93,0.99,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Rubber Bands,Wrap Bag,0.39,10/20/2010,Chad Cunningham,Staples Vinyl Coated Paper Clips,10/25/2010
4532.0,32229.0,High,8.0,1219.19,0.02,Regular Air,44.37,150.98,13.99,Northwest Territories,Northwest Territories,Corporate,Technology,Office Machines,Medium Box,0.38,8/30/2010,Carlos Daly,Canon MP41DH Printing Calculator,8/30/2010
4533.0,32229.0,High,15.0,28.68,0.0,Regular Air,-0.12,1.76,0.7,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,0.56,8/30/2010,Carlos Daly,Newell 310,8/31/2010
4599.0,32743.0,Critical,19.0,3548.67,0.01,Regular Air,1280.19,177.98,0.99,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Appliances,Small Box,0.56,5/7/2010,Grant Carroll,Kensington 7 Outlet MasterPiece Power Center,5/9/2010
