@relation minefield19

@attribute X0 REAL
@attribute X1 REAL
@attribute X2 REAL
@attribute X3 REAL
@attribute X4 REAL
@attribute X5 REAL
@attribute X6 REAL
@attribute X7 REAL
@attribute X8 REAL
@attribute class { 0 , 1 }

@data
0.16774,-0.043232,-0.53016,-0.48618,-0.057358,-0.0077692,-0.36665,-0.20961,-0.19043,0
-0.9006,-0.084904,-0.55939,-0.48185,-0.28478,-0.63579,-0.43581,-0.41349,-0.46171,0
-0.48818,-0.07641,-0.68782,-0.45274,-0.77632,-0.13446,-0.65067,-0.52095,-0.43432,0
0.44922,-0.026259,-0.35545,-0.4373,0.081464,-0.70278,-0.11133,-0.11478,-0.14859,0
0.37708,-0.037278,-1.0084,-0.8162,-1.5979,1.688,-0.74307,-0.65581,-0.57856,0
-0.51896,-0.075585,-0.14766,0.015488,0.11122,-0.61957,-0.26352,-0.17946,-0.16181,0
0.26129,-0.027336,0.14271,-0.00073541,-0.15304,0.37397,-0.1048,-0.066831,-0.016918,0
-0.6211,-0.07066,-0.095917,-0.2283,0.092607,0.98645,-0.22072,-0.1515,-0.085232,0
-0.22714,-0.070394,-0.91877,-0.69496,0.30396,-0.032133,-0.42855,-0.45442,-0.46664,0
4.4291,0.26758,-0.23331,-0.043186,-0.84218,-0.5568,-0.13026,-0.1724,-0.13954,0
0.43863,-0.030361,-0.2736,-0.28437,1.1166,-0.69982,-0.23204,-0.31818,-0.29885,0
0.1135,-0.026068,0.28071,0.036057,-1.3132,-0.56818,-0.13588,0.028288,0.11605,0
-0.93391,-0.086798,-0.87013,-0.59749,-0.3866,-0.20648,-0.69374,-0.54331,-0.47023,1
-0.59242,-0.06725,0.32379,0.11606,-0.2802,-0.39784,0.012529,0.14076,0.22365,0
-0.1996,-0.057535,-0.61019,-0.59497,-0.07563,-0.7021,-0.40737,-0.40557,-0.38743,0
0.11265,-0.05119,-0.99736,-0.80296,-0.29809,1.071,-0.49045,-0.51297,-0.50882,0
-0.39851,-0.064127,0.98333,0.97358,-0.19986,0.20526,-0.19956,0.068852,0.18125,0
-0.18058,-0.058662,-0.44966,-0.45601,0.37319,-0.56862,-0.22874,-0.1685,-0.2222,0
-0.72857,-0.078269,-0.046815,-0.070782,0.042357,-0.62679,-0.13514,-0.12381,-0.22315,0
-0.93757,-0.084474,-0.65722,-0.58729,0.16585,-0.40098,-0.40213,-0.39155,-0.47018,0
-0.17448,-0.063602,-0.6584,-0.52155,-0.15623,2.0757,-0.42374,-0.31008,-0.28409,0
-0.20258,-0.062513,-0.48522,-0.48113,0.28193,-0.68562,-0.49381,-0.45816,-0.43228,0
-0.23834,-0.06013,-0.18659,-0.3161,0.042617,-0.68429,-0.12503,-0.14982,-0.2297,1
-0.38843,-0.070924,-0.64239,-0.51157,0.01278,-0.49914,-0.18674,-0.26225,-0.30867,0
-0.36435,-0.065701,0.0071976,-0.12599,-0.72712,-0.42591,-0.36203,-0.14214,-0.13588,0
0.05905,-0.045913,-0.59295,-0.63489,-0.47706,1.3773,-0.61664,-0.49543,-0.44708,0
-0.096255,-0.055322,-0.049899,-0.055715,-0.19598,-0.39723,-0.13005,-0.13354,-0.093223,0
-0.57705,-0.070407,0.13627,0.01013,-1.8399,-0.68813,-0.25855,-0.14746,-0.11092,0
-0.57988,-0.060623,0.52283,0.23537,-0.32942,0.35872,-0.0081108,0.15745,0.24821,0
-0.38893,-0.074384,0.31095,0.40741,-0.60314,-0.53872,-0.32203,-0.2238,-0.20116,0
0.2868,-0.032692,-0.23081,-0.32379,-0.1016,-0.60331,-0.25542,-0.30849,-0.31001,0
0.39311,-0.036492,-0.26313,-0.28705,-0.10174,-0.65793,-0.53635,-0.36023,-0.23096,0
3.1325,0.071129,-1.2832,-0.8393,0.017831,-0.23923,-0.4813,-0.50558,-0.51887,0
-0.599,-0.076501,0.066906,0.018793,-0.72862,-0.69713,-0.39033,-0.35883,-0.25983,0
0.070528,-0.054563,-0.74031,-0.61636,-0.51342,-0.32961,-0.52312,-0.46671,-0.4569,0
-0.43339,-0.070119,-0.56455,-0.4965,0.05071,-0.5745,-0.57323,-0.36629,-0.28281,0
-0.80535,-0.081074,-0.51634,-0.46787,0.14998,-0.2406,-0.34644,-0.33571,-0.329,0
-0.8479,-0.073562,1.2581,0.87378,-0.44232,0.68943,-0.038027,0.2345,0.35475,0
-0.63299,-0.07658,0.093649,0.25958,-0.69447,2.4319,-0.22731,-0.18333,-0.06967,0
-0.42516,-0.054864,0.3185,-0.034976,-2.4932,-0.53029,-0.35336,-0.34327,-0.21282,0
-0.17149,-0.063526,-0.065958,-0.09704,0.020085,0.065255,-0.22059,-0.17275,-0.16372,0
-0.40374,-0.066873,-0.28345,-0.3047,-0.019467,-0.60584,-0.33073,-0.30743,-0.23289,0
-0.74015,-0.074237,1.7868,1.9635,0.018788,-0.67873,0.18617,0.44271,0.55849,0
-0.10169,-0.057759,-0.50208,-0.49054,0.35393,-0.68421,-0.36614,-0.41155,-0.39299,0
0.17703,-0.047957,-0.75692,-0.63979,-0.64313,1.3452,-0.38598,-0.34422,-0.34883,0
-0.33387,-0.065626,0.67367,0.63005,-0.047719,-0.69279,-0.27158,0.014732,0.12526,0
-0.074567,-0.064802,-1.0965,-0.71496,-0.48945,-0.020588,-0.69516,-0.52901,-0.43775,0
0.44603,-0.025873,-0.86533,-0.75005,0.10323,0.076788,-0.49568,-0.52881,-0.47873,0
-0.17521,-0.058768,0.63079,0.50411,-0.30372,-0.17259,-0.023389,0.12852,0.14903,0
0.15556,-0.04949,-0.90689,-0.71727,-0.069015,-0.37515,-0.51081,-0.50756,-0.45905,0
-0.33231,-0.067869,-0.48784,-0.41968,-1.149,1.7421,-0.63055,-0.48614,-0.39511,0
0.71759,0.0059782,0.2261,0.16639,-0.35057,-0.5313,0.021317,0.15424,0.22487,0
-0.44415,-0.078777,-1.5002,-0.97838,-0.0767,0.3645,-0.57303,-0.62563,-0.64262,1
2.4893,0.074029,-1.0776,-0.80822,1.0147,-0.10364,-0.21065,-0.4275,-0.52074,0
-0.71766,-0.077166,0.063929,-0.059976,-0.38523,0.10459,-0.23652,-0.17544,-0.11074,0
-0.12454,-0.064599,-0.95966,-0.71532,0.32576,2.8723,-0.45424,-0.41947,-0.39786,0
0.13679,-0.046963,-0.90042,-0.77247,-1.1201,-0.31726,-0.1556,-0.40743,-0.50739,0
0.28868,-0.032276,0.020678,0.043732,0.023894,0.79914,-0.3527,-0.12508,-0.0116,0
-0.22269,-0.071483,-0.93847,-0.70103,-0.4876,-0.69052,-0.49546,-0.53968,-0.52585,0
-0.5047,-0.06381,0.21519,0.17163,-0.40979,-0.70183,-0.33724,-0.071309,0.12688,0
-0.30412,-0.056358,0.05826,-0.0027611,-0.54388,-0.52016,-0.10537,-0.060485,0.037105,0
-0.16244,-0.05801,0.27031,0.33644,-0.086607,-0.33247,-0.21126,-0.040352,0.066047,0
-0.030071,-0.052534,-0.82129,-0.72331,0.85418,2.1873,-0.37205,-0.36705,-0.36802,0
0.093745,-0.052343,-0.7339,-0.53037,-0.52235,0.57617,-0.37112,-0.38611,-0.35782,0
0.17312,-0.048904,-0.73085,-0.67804,-0.16095,-0.6605,-0.63956,-0.58893,-0.52985,0
-0.45802,-0.070991,-0.76194,-0.70067,-0.94533,-0.64057,-0.43218,-0.44548,-0.43373,0
-0.75159,-0.07743,0.54993,0.43508,0.006047,0.51019,-0.29375,-0.20675,-0.099063,0
-0.59477,-0.056501,1.3773,0.86717,-0.35706,-0.70159,0.33071,0.37873,0.57037,1
0.075373,-0.056142,-0.76484,-0.67624,-1.3798,0.11514,-0.79706,-0.6084,-0.54344,0
0.02856,-0.050836,0.27682,0.12267,-0.36887,-0.48812,-0.29143,-0.16563,-0.08236,0
-0.43746,-0.063933,1.4364,1.1636,-0.88298,-0.13043,-0.44403,-0.030044,0.17371,1
0.91286,0.019405,0.34069,0.092633,0.034957,-0.62108,-0.050855,0.0645,0.098405,0
-0.38212,-0.0577,0.33808,0.11274,-1.728,-0.61129,-0.19437,-0.020583,0.085564,0
-0.53081,-0.06995,0.15615,0.14463,-0.15511,-0.68291,-0.2944,-0.1932,-0.099251,0
-0.037702,-0.051979,0.07754,0.028966,-0.70035,-0.66751,-0.46777,-0.25089,-0.16397,0
-0.7681,-0.071481,1.6939,1.4666,0.095459,-0.70216,-0.08679,0.23486,0.38253,0
-0.47432,-0.066438,0.28902,0.23006,-2.2804,2.0159,-0.21858,-0.075589,0.033749,0
-0.20928,-0.059986,0.90843,1.0748,-0.19937,-0.63277,-0.23705,0.00037858,0.20352,0
-0.79953,-0.084731,-1.1687,-0.78227,-1.5489,-0.63582,-0.61453,-0.57022,-0.55904,0
-0.51523,-0.073201,-0.89846,-0.72754,-0.16214,-0.29399,-0.55778,-0.50757,-0.4632,0
-0.74621,-0.083708,-0.75187,-0.46961,-1.1758,-0.68738,-0.58089,-0.44157,-0.40405,0
0.25465,-0.03574,-0.54517,-0.52874,-0.086575,0.98804,-0.35606,-0.39399,-0.34662,0
-0.11437,-0.051696,-0.2421,-0.36659,-0.14706,0.90974,-0.6679,-0.44109,-0.32305,0
0.91371,-0.0090386,-0.7912,-0.62646,-0.23402,-0.020492,-0.30782,-0.47346,-0.40329,0
-0.85111,-0.072333,1.8123,1.8686,-1.8526,2.0478,-0.18863,0.20628,0.5806,0
2.9267,0.08312,-1.2929,-0.91364,-0.61851,0.64153,-0.35083,-0.55725,-0.57163,0
-0.26803,-0.067082,-0.82695,-0.66055,-1.4324,3.1796,-0.49622,-0.50277,-0.47574,0
-0.71497,-0.078259,-0.49948,-0.46918,-0.48462,3.0608,-0.53576,-0.40041,-0.31963,0
-0.36058,-0.071932,-0.56184,-0.48383,-1.1932,-0.69947,-0.46206,-0.42982,-0.41042,0
0.16952,-0.033469,0.44489,0.30445,-0.17703,-0.43529,-0.10275,-0.083254,-0.0060003,0
-0.48866,-0.074528,-0.95009,-0.76978,-0.56917,5.8531,-0.51309,-0.58813,-0.56629,1
0.13587,-0.052157,-0.74348,-0.58694,-0.77101,1.9986,-0.51755,-0.45492,-0.37952,0
-0.87467,-0.077725,0.15311,-0.1375,-1.705,0.8787,-0.44445,-0.23059,-0.21816,0
-0.50419,-0.074876,-0.7014,-0.58914,-0.027303,-0.29871,-0.66345,-0.54574,-0.51274,0
-0.00015022,-0.06091,-0.98268,-0.72571,-0.51424,-0.59081,-0.52535,-0.44717,-0.42602,0
-0.39278,-0.071364,-1.1708,-0.87023,-0.85625,1.9702,-0.5017,-0.60617,-0.55345,0
-0.13999,-0.058943,-0.33416,-0.36676,0.23486,-0.68902,-0.22392,-0.31288,-0.34979,0
-0.77285,-0.081275,-0.22204,-0.15217,-0.186,0.70733,-0.48411,-0.41616,-0.32772,0
-0.4725,-0.073899,-0.23347,-0.21984,-1.0841,-0.44371,-0.72361,-0.49586,-0.36045,0
-0.45974,-0.069623,-0.35945,-0.33806,-1.0229,-0.5742,-0.44299,-0.34637,-0.27318,0
-0.62343,-0.075549,0.052241,-0.10385,-0.0081309,-0.67616,-0.41512,-0.30841,-0.27994,0
0.57367,-0.037346,-1.1039,-0.84861,-0.33361,-0.26758,-0.65104,-0.59365,-0.56614,0
-0.22928,-0.068862,-0.94939,-0.6952,-0.49995,0.18141,-0.60945,-0.54315,-0.50522,0
-0.084963,-0.062707,-0.97706,-0.7396,-0.41722,0.18453,-0.73302,-0.58292,-0.48916,0
-0.34513,-0.066678,-0.1035,-0.066045,-0.22745,-0.41025,-0.33527,-0.20083,-0.088384,0
-0.47915,-0.07249,-0.4983,-0.4571,0.11827,-0.70035,-0.46818,-0.32703,-0.2505,0
0.15422,-0.041182,-0.28297,-0.29224,-0.15318,-0.45533,-0.48663,-0.27527,-0.15349,0
-0.42771,-0.065588,0.069839,-0.06943,-1.2113,3.5739,-0.64586,-0.36962,-0.15065,0
-0.072641,-0.055377,-0.5542,-0.52393,-0.034155,-0.55072,-0.4716,-0.41887,-0.32257,0
-0.67344,-0.083006,-1.0887,-0.69071,-0.35066,-0.65791,-0.65519,-0.5751,-0.51945,0
0.74914,-0.043986,-1.6168,-1.0226,0.595,0.32513,-0.5258,-0.63141,-0.65654,0
0.78481,-0.031243,-1.2953,-0.91523,0.43367,0.12498,-0.43639,-0.52444,-0.52934,0
-0.10647,-0.051439,-0.71362,-0.68117,-1.6238,0.51639,-0.44691,-0.44842,-0.43898,0
-0.075745,-0.052593,-0.62182,-0.60589,-1.1549,2.9507,-0.24289,-0.2652,-0.32396,0
0.45537,-0.054211,-1.2479,-0.81935,-0.85759,5.7662e-05,-0.6365,-0.61217,-0.54974,0
0.13384,-0.040902,-0.70715,-0.70048,-0.65024,-0.029122,-0.41216,-0.48,-0.44173,0
-0.2929,-0.065576,-0.28085,-0.34033,-1.4086,-0.70149,-0.85426,-0.64932,-0.49098,0
0.050623,-0.054661,-1.1047,-0.88531,0.41293,-0.61923,-0.36664,-0.52978,-0.59152,0
0.42271,-0.034393,-0.75033,-0.62159,0.15384,-0.18678,-0.56911,-0.54215,-0.46738,0
-0.47005,-0.071888,-0.47361,-0.49031,-1.3954,0.019647,-0.51963,-0.40083,-0.36657,0
-0.6184,-0.078349,-0.019569,0.046839,-0.034237,-0.23772,-0.43473,-0.29554,-0.20274,1
-0.45215,-0.066078,0.019644,-0.097859,0.39603,1.3139,-0.25685,-0.12787,-0.098749,0
-0.75746,-0.074317,0.015187,-0.13421,-0.32973,-0.0053203,-0.43038,-0.26464,-0.18284,0
-0.61904,-0.078073,-0.3856,-0.33818,-0.60323,0.19505,-0.54192,-0.32152,-0.26885,0
0.25131,-0.040174,-0.86775,-0.74649,-0.19952,0.060483,-0.68148,-0.62788,-0.55904,0
-0.31037,-0.067196,-0.48126,-0.43436,0.25625,0.42287,-0.46144,-0.3776,-0.32276,0
-0.14265,-0.05444,0.085259,-0.033213,-0.79526,-0.49161,-0.34077,-0.28331,-0.22263,0
-0.58656,-0.069404,0.74234,0.52825,-0.3676,-0.53777,-0.42176,-0.14951,-0.018935,0
-0.049058,-0.054379,-0.29766,-0.35369,-0.41194,-0.70192,-0.49303,-0.32886,-0.24072,0
-0.55344,-0.069482,0.23612,0.0058067,-0.62011,0.49174,-0.80381,-0.47742,-0.32653,0
0.33216,-0.01732,-0.013013,-0.25452,0.023601,-0.49763,0.15366,-0.045957,-0.20572,0
0.47684,-0.045121,-0.076608,0.078047,-0.074794,-0.45887,-0.62557,-0.39497,-0.22544,0
0.76339,-0.020703,-0.638,-0.50477,0.15393,-0.69253,-0.31189,-0.40248,-0.32383,0
-0.1652,-0.057994,-0.33434,-0.36701,0.168,-0.70125,-0.47371,-0.30829,-0.25464,0
-0.45649,-0.062319,0.73736,0.70462,-1.1676,-0.48882,-0.43383,-0.011458,0.23667,0
-0.62302,-0.078048,-0.71419,-0.6116,-1.4755,-0.61325,-0.78511,-0.65952,-0.57484,0
-0.53724,-0.075598,-0.16348,-0.055804,-0.48324,-0.69111,-0.34677,-0.23051,-0.18718,0
-0.13105,-0.062797,-0.80232,-0.66934,-1.7571,-0.67619,-0.79891,-0.62326,-0.56048,0
-0.31259,-0.071399,-0.66468,-0.55986,-0.051997,-0.66009,-0.6113,-0.51416,-0.50608,0
-0.080442,-0.057396,-0.38154,-0.35793,0.14196,-0.69699,-0.35879,-0.2482,-0.2225,0
0.053247,-0.040629,-0.43559,-0.52113,-0.19156,-0.70197,-0.45985,-0.3429,-0.24935,0
-0.6661,-0.07981,-0.64092,-0.53591,-0.47342,0.2503,-0.55496,-0.47827,-0.47189,0
0.62022,-0.0046912,-0.12911,-0.30885,-0.47364,-0.62701,-0.35964,-0.21518,-0.12067,0
0.1739,-0.050421,-0.46192,-0.40138,-0.8062,0.83177,-0.67178,-0.47449,-0.38956,0
0.72596,-0.015222,-0.60521,-0.49187,-0.40726,1.1754,-0.35864,-0.42152,-0.27192,0
-0.22244,-0.0566,-0.43612,-0.55584,-1.3932,-0.56246,-0.51751,-0.31316,-0.33426,0
-0.48613,-0.073266,-0.65761,-0.47152,-0.8375,-0.56876,-0.56853,-0.43817,-0.38185,0
-0.76893,-0.082371,0.38325,0.69446,-0.41691,-0.62889,-0.52395,-0.23973,-0.078158,0
-0.33336,-0.065331,0.10997,0.11487,-0.491,-0.62975,-0.56086,-0.28378,-0.10776,0
-0.20878,-0.054372,0.3573,0.11857,-0.94982,-0.56211,-0.43603,-0.15287,0.030006,0
-0.011339,-0.041382,-0.29308,-0.45569,-0.90157,-0.30147,-0.47287,-0.41644,-0.36044,1
-0.28151,-0.06302,-0.78993,-0.69999,-0.26155,-0.70068,-0.50247,-0.51162,-0.46909,0
-0.095194,-0.056073,-0.61305,-0.60433,-0.39489,-0.44736,-0.46326,-0.40792,-0.34687,1
-0.40396,-0.074938,-0.2803,-0.11659,-0.65884,-0.70236,-0.65146,-0.41161,-0.30833,0
-0.40568,-0.055528,0.54394,0.31562,1.22,0.13376,-0.11738,-0.050523,0.064817,0
-0.64183,-0.077776,0.89064,1.0911,-0.55112,-0.54903,-0.37504,-0.14607,-0.030936,0
-0.8008,-0.080989,0.0091852,0.01602,-0.30007,-0.30623,-0.68247,-0.43567,-0.32248,1
-0.75308,-0.082605,-0.14758,0.02745,0.073642,-0.39728,-0.49919,-0.35501,-0.27232,0
-0.80595,-0.084125,-0.93684,-0.69364,-0.91509,-0.70215,-0.64066,-0.58777,-0.51165,0
-0.64723,-0.078306,0.95805,1.2442,-0.14138,-0.70277,-0.2529,-0.063315,0.10094,0
-0.71905,-0.079246,-0.63222,-0.56021,-0.49881,-0.69854,-0.59448,-0.43284,-0.34763,0
-0.35415,-0.071637,-0.64833,-0.46895,-0.30912,-0.44246,-0.48186,-0.34641,-0.30866,0
0.076161,-0.046013,-0.43378,-0.45177,-0.37022,3.0969,-0.54144,-0.43891,-0.32559,0
-0.69428,-0.078688,-0.71527,-0.63276,-0.30301,-0.48647,-0.68614,-0.50162,-0.42016,0
-0.17371,-0.070298,-0.971,-0.75067,-0.57657,-0.37591,-0.63382,-0.62265,-0.5487,0
0.85188,-0.041639,-1.4959,-0.9744,-0.24493,-0.70279,-0.76182,-0.71338,-0.65949,0
-0.23629,-0.069861,-1.0442,-0.83364,-0.13636,-0.70014,-0.81308,-0.72005,-0.60493,0
-0.57259,-0.076436,-0.46912,-0.35981,-0.97517,-0.64773,-0.48458,-0.41292,-0.39181,0
-0.24503,-0.059843,0.21587,0.062415,-0.83307,3.0695,-0.53386,-0.29079,-0.1312,0
-0.46948,-0.068646,-0.24032,-0.35599,-0.029914,-0.70005,-0.6293,-0.48798,-0.37089,0
-0.1586,-0.042243,-0.52818,-0.59872,-0.38258,-0.64826,0.20651,-0.024001,-0.1794,0
-0.52668,-0.075076,-0.38345,-0.22527,0.17605,-0.70179,-0.47346,-0.28968,-0.18897,0
0.23767,-0.032075,0.054865,0.0011344,-0.33502,-0.34913,0.017482,-0.013518,-0.0010428,0
0.091709,-0.053507,-0.39643,-0.34451,-0.64949,-0.12224,-0.75861,-0.4914,-0.32339,0
-0.54077,-0.071147,0.50089,0.45716,-0.95632,-0.44805,-0.53277,-0.22142,0.012651,0
-0.6281,-0.075114,-0.10735,-0.15577,-0.3736,-0.68546,-0.69415,-0.41975,-0.25804,0
-0.91499,-0.088753,-1.277,-0.60203,-1.9244,-0.69903,-1.1624,-0.838,-0.65685,0
-0.3167,-0.068432,-0.42793,-0.38064,-0.63502,-0.4517,-0.34909,-0.34911,-0.31583,0
-0.40901,-0.074566,-1.0125,-0.76287,-0.60554,1.9531,-0.85666,-0.72689,-0.60633,0
0.22283,-0.04573,-0.83083,-0.74424,-0.31941,0.30918,-0.55364,-0.56008,-0.52903,0
0.4809,-0.034596,-0.88511,-0.72886,-1.5097,0.50039,-0.66085,-0.53334,-0.49032,0
-0.28337,-0.064642,-0.22637,-0.17044,-0.26117,2.245,-0.54631,-0.3168,-0.15865,0
-0.35347,-0.075681,-1.0305,-0.6685,-0.75112,-0.59838,-0.71552,-0.5519,-0.47752,0
-0.060996,-0.062309,-0.81051,-0.6164,-0.16241,1.4155,-0.64691,-0.56855,-0.45095,0
-0.44738,-0.070823,-0.07048,-0.023417,-1.283,-0.67999,-0.78771,-0.39417,-0.20076,0
-0.0033696,-0.071626,-1.5354,-0.95156,-0.98371,-0.57209,-0.866,-0.74362,-0.68019,0
